WARNING: kafka-python not installed. Using mock KafkaProducer.
WARNING: kafka-python not installed. Using mock KafkaConsumer.
Starting Network Anomaly Detection System
Starting traffic simulator
Mock KafkaProducer initialized with {'bootstrap_servers': 'localhost:9092', 'value_serializer': <function KafkaNetworkProducer.__init__.<locals>.<lambda> at 0x14a587100>}
Connected to Kafka at localhost:9092
Starting Kafka consumer for topic 'network_traffic'
Mock KafkaConsumer initialized with topics ('network_traffic',) and {'bootstrap_servers': 'localhost:9092', 'auto_offset_reset': 'latest', 'value_deserializer': <function NetworkAnomalyDetectionSystem.consume_traffic.<locals>.<lambda> at 0x14a587380>, 'group_id': 'network_anomaly_detector'}
Producing 10 packets per second to topic 'network_traffic'
Mock send to network_traffic: {'timestamp': '2025-05-15 23:01:52.740457', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 660, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.433618', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1015, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.445492', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1464, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.457779', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1384, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.470274', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1065, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.481845', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1403, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.494341', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1409, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.506841', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1089, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.517456', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1274, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.529956', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1386, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.542460', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1142, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.554968', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1428, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.566562', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1163, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.578421', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1441, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.590953', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1459, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.603449', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1340, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.615273', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1240, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.626412', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 629, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.638904', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1110, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.651402', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1391, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.663908', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1017, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.676103', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1215, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.688418', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1499, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.700918', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1260, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.713420', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1289, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.725920', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1389, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.738425', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1497, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.751185', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1011, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.762591', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1133, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.775095', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1237, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.787581', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1351, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.799951', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1069, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.812455', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1466, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.824995', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1288, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.837496', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1384, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.849291', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 289, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.860418', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1072, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.872926', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1390, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.885426', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 891, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.897928', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1440, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.910436', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1260, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.922543', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 421, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.933204', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1271, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.945701', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1415, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.957552', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 152, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.970056', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1333, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.982553', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1095, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:25.994189', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1212, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.006702', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1425, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.019197', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1014, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.031240', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1291, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.043738', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1264, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.056245', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1137, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.066620', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1318, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.079118', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 548, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.091617', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1246, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.102235', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 646, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.114753', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1362, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.127254', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1332, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.138566', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1265, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.151091', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1149, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.162725', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1279, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.173222', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1218, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.185714', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1188, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.198223', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1371, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.209518', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 115, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.222014', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1161, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.234501', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 493, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.246999', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1194, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.259505', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1257, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.270855', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 579, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.283356', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 178, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.295847', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1116, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.308348', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1154, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.320850', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1117, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.333366', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1378, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.345256', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1239, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.357744', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 324, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.370251', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1420, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.382747', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 775, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.394170', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1068, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.406445', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1073, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.418525', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1057, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.431079', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1362, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.443617', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1117, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.456123', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 253, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.468626', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1424, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.481155', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1429, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.493226', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 942, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.505749', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1065, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.518271', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1030, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.530545', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1068, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.543058', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1006, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.553846', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 842, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.566322', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1219, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.578541', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 638, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.591042', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1125, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.602675', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1087, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.615176', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1342, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.627692', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1335, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:02:26.640193', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1490, 'is_attack': True}
